"id","name","birthDate","power","gender","color"
"804","Ora Syrax","Sat Apr 26 10:35:25 IST 1969","82","MALE","YELLOW"
"805","Jaren Rhaegal","Wed Jul 09 05:51:53 IST 1969","52","FEMALE","WHITE"
"806","Fermin Drogon","Fri Jul 26 21:32:43 IST 1968","83","FEMALE","WHITE"
"807","Kassandra Valryon","Mon Nov 11 17:51:38 IST 1968","64","MALE","BLUE"
"808","Craig Sunfyre","Fri Jul 04 19:52:15 IST 1969","86","FEMALE","BLACK"
"809","Margaretta Morghul","Sun Nov 03 05:04:08 IST 1968","70","MALE","WHITE"
"810","Christian Ghiscar","Fri Jul 04 21:38:25 IST 1969","36","FEMALE","GRAY"
"811","Evelyn Meleys","Wed Jul 24 16:41:53 IST 1968","13","FEMALE","BLUE"
"812","Miracle Archonei","Mon Jun 16 13:24:36 IST 1969","68","FEMALE","BLUE"
"813","Larue Tyraxes","Sat Dec 14 02:19:54 IST 1968","18","MALE","GREEN"
"814","Leonor Vermithrax","Sun Jan 26 16:50:21 IST 1969","85","FEMALE","BLUE"
"815","Solon Viserion","Sun Mar 02 03:49:50 IST 1969","77","FEMALE","WHITE"
"816","Phoebe Tyraxes","Fri Aug 23 21:28:13 IST 1968","57","MALE","BROWN"
"817","Morton Meraxes","Fri Jan 31 01:43:57 IST 1969","48","FEMALE","BLACK"
"818","Vicenta Rhaegal","Sat Apr 19 01:52:37 IST 1969","71","FEMALE","WHITE"
"819","Zoie Balerion","Sun Jul 13 11:12:09 IST 1969","17","FEMALE","YELLOW"
"820","Skyla Vhagar","Fri Sep 13 12:41:55 IST 1968","35","MALE","GRAY"
"821","Erling Syrax","Tue May 20 07:00:05 IST 1969","24","FEMALE","BLACK"
"822","Alvera Rhaegal","Thu Apr 24 13:34:41 IST 1969","15","FEMALE","GREEN"
"823","Eliane Meleys","Tue Mar 04 03:27:02 IST 1969","74","FEMALE","WHITE"
"824","Lessie Drogon","Sat Aug 17 11:59:01 IST 1968","31","MALE","GREEN"
"825","Bessie Tyraxes","Sat Jul 20 23:50:54 IST 1968","35","FEMALE","WHITE"
"826","Ramiro Vermithrax","Tue Sep 17 17:37:29 IST 1968","89","FEMALE","WHITE"
"827","Matteo Valryon","Thu Mar 20 13:47:04 IST 1969","63","MALE","BROWN"
"828","Clint Ghiscar","Sun May 18 08:08:09 IST 1969","68","MALE","RED"
"829","Krystel Drogon","Fri Feb 28 15:23:18 IST 1969","60","MALE","YELLOW"
"830","Carleton Dreamfyre","Fri Jan 03 14:57:03 IST 1969","48","MALE","BLACK"
"831","Janae Vhagar","Mon Aug 12 05:46:22 IST 1968","18","FEMALE","WHITE"
"832","Brooks Vermithrax","Sun Jun 08 07:38:03 IST 1969","35","FEMALE","YELLOW"
"833","Juwan Morghul","Sat Mar 01 03:44:43 IST 1969","28","FEMALE","BLUE"
"834","Janice Archonei","Wed Aug 21 09:47:34 IST 1968","39","FEMALE","BROWN"
"835","Judah Meleys","Fri Oct 04 06:33:59 IST 1968","27","MALE","BROWN"
"836","Kaylin Morghul","Sat Jun 28 03:37:43 IST 1969","45","FEMALE","GREEN"
"837","Gabe Meleys","Tue Jun 17 20:44:30 IST 1969","47","FEMALE","BROWN"
"838","Iliana Vermithrax","Fri Aug 02 23:37:49 IST 1968","54","MALE","GREEN"
"839","Haylie Balerion","Sun Dec 15 03:49:57 IST 1968","32","MALE","GRAY"
"840","Shaina Morghul","Mon Jul 15 16:14:14 IST 1968","14","MALE","YELLOW"
"841","Clare Vermithrax","Fri Jan 31 03:14:37 IST 1969","78","MALE","RED"
"842","Ariane Morghul","Tue Mar 25 20:46:26 IST 1969","44","MALE","BROWN"
"843","Dillon Caraxes","Tue Apr 15 18:07:23 IST 1969","39","MALE","BLACK"
"844","Dawn Dreamfyre","Sun Oct 27 16:24:27 IST 1968","28","MALE","BLACK"
"845","Lorna Meraxes","Wed Apr 16 18:09:28 IST 1969","29","FEMALE","BROWN"
"846","Crawford Vermithrax","Sat Aug 17 00:07:26 IST 1968","24","FEMALE","BLUE"
"847","Alessandra Shrykos","Tue Oct 08 14:41:25 IST 1968","57","MALE","GRAY"
"848","Kamille Vermithrax","Sat Mar 08 18:32:07 IST 1969","30","MALE","GREEN"
"849","Jevon Vhagar","Tue Jul 08 23:47:34 IST 1969","22","FEMALE","RED"
"850","Earlene Morghul","Fri Jun 06 13:02:05 IST 1969","63","MALE","BROWN"
"851","Carroll Syrax","Thu Dec 12 02:00:59 IST 1968","57","FEMALE","GRAY"
"852","Eunice Meraxes","Sun May 04 20:10:57 IST 1969","46","MALE","GRAY"
"853","Gilda Essovius","Wed Oct 02 07:18:52 IST 1968","30","MALE","GREEN"
"854","Shaun Archonei","Mon Nov 04 18:33:19 IST 1968","79","MALE","BLUE"
"855","Syble Caraxes","Mon Apr 21 09:40:05 IST 1969","29","FEMALE","YELLOW"
"856","Tyler Balerion","Sun Jan 26 07:14:33 IST 1969","20","FEMALE","YELLOW"
"857","Horace Essovius","Sat Nov 09 06:33:07 IST 1968","33","FEMALE","GREEN"
"858","Marshall Rhaegal","Sat Nov 30 15:05:23 IST 1968","68","MALE","GREEN"
"859","Ladarius Balerion","Thu Jan 23 20:46:28 IST 1969","86","MALE","BLUE"
"860","Wellington Dreamfyre","Sat Feb 01 20:07:31 IST 1969","65","FEMALE","GRAY"
"861","Makayla Viserion","Fri Jun 27 05:26:45 IST 1969","35","MALE","GRAY"
"862","Keyshawn Shrykos","Wed Oct 09 17:03:36 IST 1968","91","MALE","WHITE"
"863","Aaliyah Essovius","Tue Feb 04 04:52:43 IST 1969","11","FEMALE","GREEN"
"864","Myrtice Ghiscar","Wed Jan 01 08:34:14 IST 1969","75","FEMALE","RED"
"865","Bell Vermithrax","Mon Apr 21 08:47:54 IST 1969","77","FEMALE","YELLOW"
"866","Carmel Archonei","Sat Sep 07 03:46:50 IST 1968","36","MALE","RED"
"867","Paolo Vhagar","Wed Jan 22 13:48:09 IST 1969","90","FEMALE","RED"
"868","Morris Archonei","Thu Oct 17 07:05:10 IST 1968","35","MALE","YELLOW"
"869","Dereck Shrykos","Tue Jul 30 15:11:17 IST 1968","69","MALE","WHITE"
"870","Tyreek Meleys","Sat Oct 12 10:46:33 IST 1968","24","MALE","BROWN"
"871","Darrel Archonei","Thu Sep 05 14:40:51 IST 1968","80","MALE","RED"
"872","Derick Ghiscar","Fri Oct 18 01:18:54 IST 1968","23","MALE","WHITE"
"873","Reinhold Viserion","Wed Mar 26 16:23:59 IST 1969","68","FEMALE","RED"
"874","Modesto Dreamfyre","Sat Dec 14 14:02:48 IST 1968","58","MALE","WHITE"
"875","Davion Ghiscar","Thu Nov 21 23:05:33 IST 1968","82","MALE","BLACK"
"876","Loy Essovius","Thu Mar 20 16:03:06 IST 1969","38","MALE","RED"
"877","Wilton Rhaegal","Mon Jan 06 00:58:21 IST 1969","54","MALE","WHITE"
"878","Julian Ghiscar","Fri May 16 17:21:08 IST 1969","49","FEMALE","GREEN"
"879","Evalyn Caraxes","Fri Jul 11 10:14:30 IST 1969","67","FEMALE","WHITE"
"880","Filomena Sunfyre","Sun Mar 02 09:18:58 IST 1969","43","MALE","BROWN"
"881","Guy Vermithrax","Fri Sep 13 23:36:50 IST 1968","67","MALE","YELLOW"
"882","Adrienne Drogon","Tue Apr 15 15:21:29 IST 1969","83","FEMALE","YELLOW"
"883","Alfredo Sunfyre","Tue Mar 11 02:40:23 IST 1969","34","FEMALE","BLUE"
"884","Audra Rhaegal","Thu Oct 31 13:18:59 IST 1968","79","FEMALE","BLUE"
"885","Dan Rhaegal","Tue Jun 24 01:04:21 IST 1969","21","MALE","YELLOW"
"886","Jerrod Vhagar","Thu Aug 15 16:43:05 IST 1968","38","FEMALE","WHITE"
"887","Karlie Essovius","Sun Mar 23 19:16:37 IST 1969","48","FEMALE","GRAY"
"888","Cara Meraxes","Tue Oct 08 23:10:39 IST 1968","25","MALE","WHITE"
"889","Lane Balerion","Wed Aug 07 16:38:50 IST 1968","73","MALE","GRAY"
"890","Sarai Archonei","Thu Jan 23 03:32:03 IST 1969","52","FEMALE","WHITE"
"891","Vicenta Meraxes","Fri Jun 13 06:33:55 IST 1969","27","MALE","BROWN"
"892","Max Tyraxes","Sun Aug 25 22:20:59 IST 1968","49","MALE","RED"
"893","Kaitlyn Vhagar","Mon Oct 28 02:56:44 IST 1968","94","MALE","GREEN"
"894","Vance Dreamfyre","Wed Mar 12 20:58:44 IST 1969","55","MALE","GREEN"
"895","Chauncey Viserion","Thu Mar 06 15:40:51 IST 1969","25","FEMALE","BLACK"
"896","Abigail Vermithrax","Tue Jan 07 12:30:49 IST 1969","22","FEMALE","BLUE"
"897","Gertrude Balerion","Thu Apr 03 03:08:20 IST 1969","87","FEMALE","BLUE"
"898","William Rhaegal","Fri Mar 14 06:20:13 IST 1969","92","FEMALE","BLUE"
"899","Lorenza Caraxes","Thu Oct 24 18:59:12 IST 1968","58","FEMALE","YELLOW"
"900","Westley Tyraxes","Sun Oct 13 17:54:44 IST 1968","68","MALE","BLUE"
"901","Nat Dreamfyre","Wed Dec 04 02:50:49 IST 1968","11","MALE","BLACK"
"902","Theresia Viserion","Mon Feb 10 18:59:42 IST 1969","88","MALE","BLACK"
"903","Jaylon Valryon","Sun Jan 26 08:26:33 IST 1969","46","FEMALE","WHITE"
"904","Desmond Viserion","Tue Nov 05 19:17:46 IST 1968","93","MALE","BROWN"
"905","Otilia Syrax","Mon Sep 09 16:55:01 IST 1968","20","FEMALE","RED"
"906","Cornell Morghul","Sat Sep 28 05:57:08 IST 1968","93","MALE","WHITE"
"907","Stephanie Drogon","Fri Aug 23 08:36:52 IST 1968","42","MALE","BLACK"
"908","Chadd Balerion","Thu Sep 12 02:42:24 IST 1968","79","MALE","BLACK"
"909","Ocie Meleys","Wed May 28 02:56:24 IST 1969","57","FEMALE","WHITE"
"910","Joelle Balerion","Sat Feb 08 21:20:34 IST 1969","93","FEMALE","YELLOW"
"911","Frankie Balerion","Thu May 15 10:43:32 IST 1969","27","MALE","GREEN"
"912","Coby Viserion","Tue Oct 22 10:09:47 IST 1968","89","MALE","BLACK"
"913","Ramon Morghul","Sun Nov 17 09:45:19 IST 1968","81","MALE","BROWN"
"914","Leonard Vhagar","Fri May 02 11:30:46 IST 1969","68","FEMALE","WHITE"
"915","Olen Viserion","Sun Nov 17 16:38:30 IST 1968","31","MALE","GRAY"
"916","Celestino Sunfyre","Tue Jun 10 15:04:52 IST 1969","54","MALE","GREEN"
"917","Terry Balerion","Thu Mar 20 15:53:52 IST 1969","20","MALE","WHITE"
"918","Tiffany Shrykos","Sat Sep 14 01:10:10 IST 1968","41","FEMALE","YELLOW"
"919","Ramiro Morghul","Fri Feb 21 19:28:06 IST 1969","90","MALE","BLACK"
"920","Joy Vhagar","Thu Jan 09 22:44:14 IST 1969","24","FEMALE","GRAY"
"921","Lon Syrax","Wed Jan 22 20:43:38 IST 1969","32","FEMALE","BLUE"
"922","Justina Morghul","Mon Dec 16 13:26:28 IST 1968","79","MALE","GRAY"
"923","Tatyana Archonei","Thu Jun 05 17:28:55 IST 1969","47","MALE","YELLOW"
"924","Hilbert Dreamfyre","Tue Sep 03 08:48:25 IST 1968","34","FEMALE","BLUE"
"925","Donna Rhaegal","Mon Jun 02 23:25:34 IST 1969","73","MALE","YELLOW"
"926","Liana Meleys","Fri Jun 27 07:50:54 IST 1969","55","MALE","WHITE"
"927","Bernice Ghiscar","Fri Feb 14 18:39:06 IST 1969","41","MALE","GRAY"
"928","Ramona Shrykos","Fri Sep 06 20:27:48 IST 1968","42","FEMALE","GREEN"
"929","Eleazar Syrax","Wed Sep 18 15:06:32 IST 1968","62","FEMALE","WHITE"
"930","Olen Vermithrax","Sat Feb 22 11:31:36 IST 1969","60","MALE","BLACK"
"931","Kimberly Caraxes","Sat Feb 22 21:47:32 IST 1969","77","FEMALE","BLUE"
"932","Larry Sunfyre","Thu May 01 08:48:31 IST 1969","91","MALE","WHITE"
"933","Eric Sunfyre","Fri Jul 26 01:21:22 IST 1968","20","FEMALE","BROWN"
"934","Cassie Drogon","Mon Nov 25 00:05:03 IST 1968","91","MALE","RED"
"935","Wendell Essovius","Fri Jan 03 16:32:59 IST 1969","44","FEMALE","WHITE"
"936","Lolita Tyraxes","Thu Jan 09 01:06:41 IST 1969","18","MALE","WHITE"
"937","Melvin Vhagar","Mon Feb 24 13:36:16 IST 1969","86","MALE","BROWN"
"938","Kaylah Meraxes","Sun Dec 15 02:40:35 IST 1968","70","MALE","YELLOW"
"939","Aimee Valryon","Sun Sep 15 09:07:08 IST 1968","32","FEMALE","WHITE"
"940","Keon Dreamfyre","Fri Nov 01 20:45:23 IST 1968","37","FEMALE","GRAY"
"941","Devonte Essovius","Wed Aug 14 17:31:40 IST 1968","12","FEMALE","BLUE"
"942","Omer Essovius","Sun Sep 22 23:05:08 IST 1968","76","MALE","RED"
"943","Piper Syrax","Tue Apr 08 09:46:52 IST 1969","84","MALE","GRAY"
"944","Vivian Rhaegal","Tue Apr 01 16:39:17 IST 1969","81","FEMALE","WHITE"
"945","Oren Meraxes","Thu Feb 27 02:54:25 IST 1969","61","FEMALE","BLUE"
"946","Jamison Balerion","Wed Oct 02 17:16:34 IST 1968","14","MALE","BLACK"
"947","Neil Rhaegal","Tue Mar 18 12:01:03 IST 1969","65","FEMALE","BROWN"
"948","Astrid Morghul","Sun Oct 06 07:28:17 IST 1968","89","MALE","RED"
"949","Keaton Meleys","Fri Jul 19 13:43:21 IST 1968","73","FEMALE","BROWN"
"950","Willow Dreamfyre","Sun Sep 01 20:32:55 IST 1968","27","MALE","YELLOW"
"951","Nat Syrax","Sun Feb 02 20:24:16 IST 1969","33","MALE","GRAY"
"952","Lilyan Syrax","Sat Sep 28 06:38:50 IST 1968","45","MALE","GREEN"
"953","Angelica Morghul","Fri May 23 15:39:54 IST 1969","68","MALE","RED"
"954","Woodrow Drogon","Fri May 23 21:59:46 IST 1969","48","MALE","YELLOW"
"955","Jaquelin Shrykos","Fri Sep 20 17:29:58 IST 1968","42","MALE","YELLOW"
"956","Madyson Vhagar","Sun Oct 13 02:35:52 IST 1968","36","FEMALE","YELLOW"
"957","Garrison Vhagar","Tue May 27 16:35:00 IST 1969","59","FEMALE","GREEN"
"958","Mariana Dreamfyre","Mon Feb 24 16:13:09 IST 1969","18","MALE","BLUE"
"959","Eda Drogon","Mon Oct 28 04:01:32 IST 1968","34","FEMALE","YELLOW"
"960","Federico Tyraxes","Wed Mar 26 21:27:47 IST 1969","90","FEMALE","WHITE"
"961","Caleigh Drogon","Sat Mar 15 18:36:16 IST 1969","26","MALE","GRAY"
"962","Vaughn Dreamfyre","Sun Jun 08 00:53:51 IST 1969","35","FEMALE","BROWN"
"963","Karli Ghiscar","Mon Jun 02 04:40:11 IST 1969","72","MALE","GRAY"
"964","Jeremy Vhagar","Fri Sep 20 02:33:02 IST 1968","74","FEMALE","WHITE"
"965","Schuyler Drogon","Sat Jan 04 16:48:29 IST 1969","53","FEMALE","GREEN"
"966","Judge Shrykos","Tue May 13 04:58:36 IST 1969","87","MALE","GRAY"
"967","Therese Rhaegal","Tue Nov 12 18:12:00 IST 1968","31","FEMALE","BROWN"
"968","Jada Morghul","Fri Jan 10 10:35:06 IST 1969","29","MALE","BROWN"
"969","Charlene Caraxes","Tue Feb 18 21:14:31 IST 1969","66","MALE","BLUE"
"970","Elza Vhagar","Thu Nov 07 00:03:37 IST 1968","70","FEMALE","BLACK"
"971","Angelina Tyraxes","Thu Oct 10 05:36:30 IST 1968","76","FEMALE","BLACK"
"972","Dominique Dreamfyre","Thu Aug 08 09:22:31 IST 1968","64","MALE","GRAY"
"973","Weston Caraxes","Tue Feb 18 12:00:17 IST 1969","87","MALE","WHITE"
"974","Alena Rhaegal","Tue Jan 07 08:58:29 IST 1969","87","FEMALE","YELLOW"
"975","Oran Morghul","Thu Nov 28 03:32:47 IST 1968","16","MALE","BLACK"
"976","Tavares Tyraxes","Fri Jun 06 22:14:28 IST 1969","59","MALE","WHITE"
"977","Anthony Shrykos","Tue Nov 05 18:47:50 IST 1968","44","FEMALE","GRAY"
"978","Mikayla Archonei","Sat Jan 04 21:36:54 IST 1969","35","MALE","YELLOW"
"979","April Rhaegal","Sat Sep 21 03:45:24 IST 1968","32","MALE","BROWN"
"980","Toney Tyraxes","Mon Jan 20 21:54:11 IST 1969","47","MALE","GRAY"
"981","Madalyn Dreamfyre","Tue Feb 18 10:02:12 IST 1969","80","MALE","BLACK"
"982","Davon Balerion","Fri Dec 20 22:07:05 IST 1968","19","FEMALE","YELLOW"
"983","Nella Drogon","Sat Dec 07 23:00:45 IST 1968","23","FEMALE","WHITE"
"984","Mose Meleys","Sun Oct 13 09:40:38 IST 1968","60","MALE","BLUE"
"985","Edward Rhaegal","Sat Feb 15 21:41:28 IST 1969","70","FEMALE","YELLOW"
"986","Meghan Vermithrax","Mon Dec 23 17:42:27 IST 1968","83","FEMALE","BROWN"
"987","Rhea Essovius","Sat Mar 29 13:19:47 IST 1969","70","FEMALE","WHITE"
"988","Janelle Meraxes","Fri Sep 20 21:10:11 IST 1968","65","FEMALE","BLUE"
"989","Elian Caraxes","Mon Dec 09 05:32:36 IST 1968","71","MALE","GRAY"
"990","Aimee Sunfyre","Mon Feb 17 17:48:55 IST 1969","53","MALE","BROWN"
"991","Jeffery Caraxes","Fri Jul 11 05:31:37 IST 1969","23","FEMALE","RED"
"992","Lilla Vermithrax","Sat Nov 16 11:15:30 IST 1968","46","MALE","BROWN"
"993","Chelsie Ghiscar","Tue Apr 15 16:18:51 IST 1969","38","FEMALE","BROWN"
"994","Vallie Shrykos","Sun Apr 20 07:06:04 IST 1969","83","MALE","WHITE"
"995","Rosalia Morghul","Mon Oct 14 14:23:34 IST 1968","76","FEMALE","YELLOW"
"996","Verna Shrykos","Tue Jun 24 18:51:31 IST 1969","49","FEMALE","BLUE"
"997","Ella Morghul","Sun Jul 28 23:45:08 IST 1968","10","MALE","RED"
"998","Jed Meraxes","Tue Mar 18 05:49:11 IST 1969","14","FEMALE","GREEN"
"999","Ruthie Vermithrax","Fri Nov 29 12:05:07 IST 1968","86","FEMALE","BLUE"
